user_id,order_id,Date,Amount,Merchant_id,Purchase_status
41267645,5115390329,21/03/2020,"30,000",13,
46198357,5114455572,21/03/2020,"100,000",12,
6929644,5111673125,21/03/2020,"10,000",14,
51669330,5115208234,21/03/2020,"100,000",12,
18953354,5112502246,21/03/2020,"50,000",13,
41421598,5118865694,21/03/2020,"50,000",12,
40242910,5118951061,21/03/2020,"10,000",12,
48970163,5110883955,21/03/2020,"100,000",13,
38734096,5117161547,21/03/2020,"10,000",12,
8378035,5116535370,21/03/2020,"10,000",12,
40939870,5118431880,21/03/2020,"30,000",12,
7130320,5113867950,21/03/2020,"100,000",12,
50147008,5117992676,21/03/2020,"10,000",13,
48887862,5112288511,21/03/2020,"100,000",12,
49238138,5112157270,21/03/2020,"50,000",13,
45607563,5112846275,21/03/2020,"20,000",13,
44079517,5111048449,21/03/2020,"50,000",12,
48098636,5114574198,21/03/2020,"50,000",14,
54608586,5111385469,21/03/2020,"50,000",12,
5296710,5111743537,21/03/2020,"10,000",13,
13191938,5118541320,21/03/2020,"10,000",15,
47934541,5117949993,21/03/2020,"50,000",12,
11524649,5122888020,22/03/2020,"10,000",13,
26145041,5128264941,22/03/2020,"20,000",15,Mua h_
42604286,5120803217,22/03/2020,"100,000",14,Mua h_
54669607,5127851300,22/03/2020,"10,000",12,
42558408,5120779945,22/03/2020,"50,000",12,
41421253,5124230047,22/03/2020,"50,000",12,
47489891,5121487073,22/03/2020,"10,000",12,
49322230,5126545073,22/03/2020,"30,000",14,
54581330,5128687833,22/03/2020,"100,000",14,
54580654,5128262271,22/03/2020,"10,000",12,
46311006,5126405425,22/03/2020,"50,000",12,
49882131,5120719695,22/03/2020,"100,000",12,
6647005,5125285736,22/03/2020,"10,000",12,
21896275,5120360407,22/03/2020,"10,000",12,
43827403,5126152698,22/03/2020,"10,000",12,
53580032,5127098443,22/03/2020,"20,000",12,
47525253,5119833739,22/03/2020,"50,000",13,
43530574,5126845395,22/03/2020,"20,000",12,
45680782,5126740243,22/03/2020,"20,000",12,
28820648,5123504922,22/03/2020,"20,000",14,
38559686,5122552424,22/03/2020,"30,000",12,
36409777,5128445116,22/03/2020,"100,000",13,
53571852,5119972769,22/03/2020,"50,000",13,
51885588,5119820033,22/03/2020,"20,000",12,
48223541,5122716838,22/03/2020,"50,000",12,
44858907,5122130279,22/03/2020,"20,000",12,
43731738,5126261440,22/03/2020,"50,000",13,
48626041,5124423424,22/03/2020,"10,000",14,
35214988,5120950232,22/03/2020,"50,000",14,
44773610,5126840769,22/03/2020,"100,000",12,
44130532,5128883538,22/03/2020,"30,000",14,
49267389,5119433331,22/03/2020,"10,000",15,
29165112,5122678820,22/03/2020,"300,000",14,Mua h_
28530516,5134432051,23/03/2020,"20,000",15,Mua h_
41674328,5131493011,23/03/2020,"20,000",14,Mua h_
26452084,5137488376,23/03/2020,"50,000",12,
50885338,5136571090,23/03/2020,"50,000",12,
33677187,5132164250,23/03/2020,"10,000",13,
24537032,5136609541,23/03/2020,"20,000",12,
44727761,5129067374,23/03/2020,"50,000",12,
50067210,5136542963,23/03/2020,"50,000",13,
26040942,5133377074,23/03/2020,"200,000",13,
40744028,5132164023,23/03/2020,"50,000",12,
50507087,5131595969,23/03/2020,"10,000",12,
49727323,5130147595,23/03/2020,"10,000",12,
44338552,5132838044,23/03/2020,"50,000",13,
21102943,5129425624,23/03/2020,"50,000",12,
51463919,5135973640,23/03/2020,"50,000",12,
40315493,5135708640,23/03/2020,"50,000",13,
36941978,5137147340,23/03/2020,"50,000",13,
38776580,5131192248,23/03/2020,"20,000",12,
46198672,5132769619,23/03/2020,"50,000",13,
41715247,5134825776,23/03/2020,"50,000",13,
3333923,5129870846,23/03/2020,"20,000",12,
35329094,5129135721,23/03/2020,"50,000",12,
54596048,5132610898,23/03/2020,"30,000",13,
34745541,5133204861,23/03/2020,"10,000",13,
11613394,5135460676,23/03/2020,"10,000",12,
51861529,5132011435,23/03/2020,"50,000",12,
40522289,5131735334,23/03/2020,"30,000",12,
26464538,5133532494,23/03/2020,"20,000",13,
52536148,5137052617,23/03/2020,"20,000",12,
49838991,5135158422,23/03/2020,"50,000",12,
